source,target
dubreviewbooks,HistoryExtra
WritersWeek,HistoryHub_ie
stingingfly,HistoryHub_ie
OBrienPress,HistoryHub_ie
ILFDublin,HistoryHub_ie
OverTheEdgeOpen,HistoryIreland
MoLI_Museum,historynibbles
LilliputPress,HistoryPress
dedaluspress,HistoryWO
OverTheEdgeOpen,HitchBitch
dubreviewbooks,Hitchens
poetryireland,hitoneie
stingingfly,hitoneie
IrishWritersCtr,hitoneie
LilliputPress,hitoneie
bullaunpress,hitoneie
dubreviewbooks,hitoneie
DublinBookFest,hitoneie
PublishingIRL,hitoneie
OBrienPress,hitoneie
NewIslandBooks,hitoneie
MoLI_Museum,hitoneie
WinterPapers,hitoneie
OverTheEdgeOpen,hixeros
WritersWeek,HJ_Barnes
CuirtFestival,HJosephineGiles
bansheelit,HJSinglehurst
LilliputPress,hjvinke
ILFDublin,hknishioradain
WritersWeek,hlinehan
poetryireland,hlinehan
dalkeybookfest,hlinehan
dubreviewbooks,hlinehan
ILFDublin,hlinehan
NewIslandBooks,hlinehan
ContinuityPlay,hlinehan
TrampPress,HMcEntee
MoLI_Museum,HMcEntee
stingingfly,hmckervey
Lit_Ireland,hmckervey
IrishWritersCtr,hmckervey
MunLitCentre,hmckervey
WritersWeek,hmckervey
NewIslandBooks,hmckervey
dubreviewbooks,hmckervey
DublinBookFest,hmckervey
Doirepress,hmckervey
LilliputPress,hmckervey
ILFDublin,hmckervey
dalkeybookfest,hmckervey
SkeinPress,hmckervey
nphegarty,hmckervey
johnplovett,hmckervey
gutterbookshop,hmckervey
HachetteIre,hmckervey
Lets_Get_Booked,hmckervey
DunneSiobhan,hmckervey
AlanDunneDraws,hmckervey
OBrienPress,HMHCo
poetryireland,hmorganvl
Doirepress,hmorganvl
dedaluspress,HobbyshopIe
dalkeybookfest,hockeyireland
DanMulhall,HoCoPoLitSo
WritersWeek,HodderBooks
DublinBookFest,HodderBooks
SkeinPress,HodderBooks
OBrienPress,HodderBooks
OMahonysBooks,HodderBooks
Irish1nterest,HodderBooks
margaretbmadden,HodderBooks
LordWoolamaloo,HodderBooks
WritersWeek,HodderNonFic
WritersWeek,HodderPublicity
TheGalleryPress,hodges
PublishingIRL,hodges
TheGalleryPress,Hodges_Figgis
dedaluspress,Hodges_Figgis
stingingfly,Hodges_Figgis
IrishWritersCtr,Hodges_Figgis
poetryireland,Hodges_Figgis
WritersWeek,Hodges_Figgis
TheDublinReview,Hodges_Figgis
NewIslandBooks,Hodges_Figgis
SkeinPress,Hodges_Figgis
bansheelit,Hodges_Figgis
WinterPapers,Hodges_Figgis
dubreviewbooks,Hodges_Figgis
OBrienPress,Hodges_Figgis
LilliputPress,Hodges_Figgis
DublinBookFest,Hodges_Figgis
ILFDublin,Hodges_Figgis
Doirepress,Hodges_Figgis
PublishingIRL,Hodges_Figgis
dalkeybookfest,Hodges_Figgis
TrampPress,Hodges_Figgis
Fallow__Media,Hodges_Figgis
PatriciaDublin,Hodges_Figgis
BrooksidePubSrv,Hodges_Figgis
sophiegrenham,Hodges_Figgis
MariaHoey,Hodges_Figgis
PoolbegBooks,Hodges_Figgis
Nessao,Hodges_Figgis
AlexReeceAbbott,Hodges_Figgis
UCDPress,Hodges_Figgis
cristinleach,Hodges_Figgis
selviibunce,Hodges_Figgis
bcurranBooks,Hodges_Figgis
IrelandMiami,Hodges_Figgis
ChairOfPoetry,Hodges_Figgis
Steafanhanvey,Hodges_Figgis
CathyBelton,Hodges_Figgis
OrlaMcAWrites,Hodges_Figgis
AnneTannam,Hodges_Figgis
ERMurray,Hodges_Figgis
NovelAssistant,Hodges_Figgis
21CRenaissance,Hodges_Figgis
FionaBooks,Hodges_Figgis
DeirdreConroyIE,Hodges_Figgis
peopleonholiday,Hodges_Figgis
CUP_LitPerform,Hodges_Figgis
CUPAcademic,Hodges_Figgis
TheGalleryPress,HodgesFiggis
WritersWeek,HodgesFiggis
stingingfly,HodgesFiggis
OBrienPress,HodgesFiggis
NewIslandBooks,HodgesFiggis
LilliputPress,HodgesFiggis
DublinBookFest,HodgesFiggis
Doirepress,HodgesFiggis
RoisinGleeson,HodgesFiggis
PatriciaDublin,HodgesFiggis
OMahonysBooks,HodgesFiggis
BellCaragh,HodgesFiggis
stingingfly,Hoffmannwriter
OverTheEdgeOpen,Hofprof
OBrienPress,hoganstandgaa
dubreviewbooks,HogarthBooks
poetryireland,HogwartsNutter
jfpeji,Hokagepiratking
MoLI_Museum,holdengraber
poetryireland,holdingcellirl
stingingfly,holdingcellirl
Doirepress,holdingcellirl
Quirke_Liz,holdingcellirl
WritersWeek,holland_tom
dubreviewbooks,holland_tom
dalkeybookfest,holland_tom
Lit_Ireland,hollands_diep
Doirepress,HolliEimer
WritersWeek,HollieMcNish
CuirtFestival,HollieMcNish
stingingfly,holliepoetry
CuirtFestival,holliepoetry
OverTheEdgeOpen,holliepoetry
ILFDublin,HollisKurman
MunLitCentre,hollowaywriter2
the4facedliar,hollowaywriter2
lucy_holme,hollowaywriter2
ILFDublin,holly_bourneYA
OBrienPress,holly_bourneYA
CuirtFestival,hollyainley
fishpublishing,HollyCairnsTD
BellCaragh,HollyCairnsTD
SkeinPress,hollydrawsinink
NewIslandBooks,hollydrawsinink
TheGalleryPress,HollyHarris
stingingfly,hollyjdawson
WritersWeek,HollyKateSkeet
Doirepress,hollylilie
NewIslandBooks,hollypereira81
SkeinPress,hollypereira81
OBrienPress,hollyquillsivy
gmnrec,HollyVWoollett
NewIslandBooks,HolohanZoe
phogenkampVT,holy_cross
IrishWritersCtr,holyshow_ie
stingingfly,holyshow_ie
SkeinPress,holyshow_ie
TrampPress,holyshow_ie
DublinBookFest,holyshow_ie
CuirtFestival,holyshow_ie
ILFDublin,holyshow_ie
Doirepress,holyshow_ie
NewIslandBooks,holyshow_ie
BelltableLimk,holyshow_ie
BooksUpstairs,holyshow_ie
OBrienPress,HolyTrinity20
OverTheEdgeOpen,HolywoodWriters
Doirepress,HolywoodWriters
poetryireland,HombreDeBicycle
IrishWritersCtr,Homebeatevents
stingingfly,Homebeatevents
DublinBookFest,Homebeatevents
ILFDublin,homeditcom
MoLI_Museum,HomelessDay
dalkeybookfest,HomeOfCricket
ILFDublin,homeofguinness
Doirepress,homeofpolar
ILFDublin,homeofpolar
dalkeybookfest,HondaIreland
WritersWeek,honestly_em
stingingfly,HonestPublisher
stingingfly,HonestUIsterman
dedaluspress,HonestUlsterman
poetryireland,HonestUlsterman
IrishWritersCtr,HonestUlsterman
stingingfly,HonestUlsterman
MunLitCentre,HonestUlsterman
Doirepress,HonestUlsterman
irishpages,HonestUlsterman
OverTheEdgeOpen,HonestUlsterman
LilliputPress,HonestUlsterman
SkeinPress,HonestUlsterman
bansheelit,HonestUlsterman
PoetryProgRTE,HonestUlsterman
_ChrisWrites,HonestUlsterman
CelizMurray,HonestUlsterman
bansheelit,HoneyLiterary
poetryireland,hookandladder2
CuirtFestival,HookerBrewery
McCabeCiara,hooperandkind
Nessafinnegan,hoopoed
OBrienPress,Hoosay
MoLI_Museum,HopeFest_Dublin
SkeinPress,hoperoadpublish
LilliputPress,hoperoadpublish
NewIslandBooks,hoperoadpublish
WritersWeek,Hopewrites
Lit_Ireland,Hopewrites
MoLI_Museum,Hopewrites
ILFDublin,Hopewrites
NewIslandBooks,hopkins_frank
dubreviewbooks,hopkins_frank
dedaluspress,HopkinsFestival
WinterPapers,HoratioClare
BlackstaffNI,HorrifiedMag
poetryireland,horslipsmusic
Doirepress,horslipsmusic
OBrienPress,horslipsmusic
SkeinPress,hotbrownhoney
OBrienPress,Hotcrossmum
stingingfly,HotelDoolin
salmonpoetry,HotelDoolin
NewIslandBooks,HotelDoolin
bansheelit,HotelDoolin
Doirepress,HotelDoolin
poetryireland,HotelGullanes
CuirtFestival,hotelmeyrick
ILFDublin,HotelWestport
poetryireland,HotForTheatre
WritersWeek,hotpatooties
OverTheEdgeOpen,hotpatooties
ILFDublin,hotpatooties
dalkeybookfest,hotpatooties
poetryireland,hotpress
dedaluspress,hotpress
stingingfly,hotpress
IrishWritersCtr,hotpress
CuirtFestival,hotpress
NewIslandBooks,hotpress
Doirepress,hotpress
DublinBookFest,hotpress
dalkeybookfest,hotpress
LilliputPress,hotpress
OverTheEdgeOpen,hotpress
ILFDublin,hotpress
pjmath,hotpress
stingingfly,hotpresspub
OverTheEdgeOpen,HotspurHurly61
MunLitCentre,houchin_liz
dedaluspress,houchin_liz
MoLI_Museum,houchin_liz
Doirepress,houchin_liz
bansheelit,houchin_liz
LilliputPress,houchin_liz
stingingfly,HoumanBarekat
dubreviewbooks,HoumanBarekat
simonmaltman,hound_stone
OverTheEdgeOpen,houndsecho
ILFDublin,house_wilde
OBrienPress,HouseDublin
OBrienPress,HouseDublin2
MoLI_Museum,househlaalu
OverTheEdgeOpen,househotelGAL
CuirtFestival,househotelGAL
ILFDublin,HouseofAnansi
Doirepress,HouseofAnansi
poetryireland,HouseWifeMusic
bullaunpress,HousingAgencyIE
ILFDublin,howdidugetthere
poetryireland,HowlWriting
MunLitCentre,HowlWriting
OBheal,HowlWriting
OverTheEdgeOpen,HowlWriting
A_Joseph_Black,HowlWriting
LimeSquarePoets,HowlWriting
poetryireland,howthlitfest
OBrienPress,howthlitfest
Lit_Ireland,HoZ_Books
WritersWeek,HoZ_Books
stingingfly,HoZ_Books
IrishWritersCtr,HoZ_Books
dedaluspress,HoZ_Books
dubreviewbooks,HoZ_Books
Fallow__Media,HoZ_Books
NewIslandBooks,HoZ_Books
SkeinPress,HoZ_Books
CuirtFestival,HoZ_Books
dalkeybookfest,HoZ_Books
LilliputPress,HoZ_Books
Doirepress,HoZ_Books
ILFDublin,HoZ_Books
margaretbmadden,HoZ_Books
Williams13Anne,HoZ_Books
conln_jase,HoZ_Books
OMahonysBooks,HoZ_Books
SineadCrowley,HoZ_Books
junecaldwell,HoZ_Books
sophiegrenham,HoZ_Books
nphegarty,HoZ_Books
Hodges_Figgis,HoZ_Books
Jolliffe03,HoZ_Books
johnplovett,HoZ_Books
24symbols,HoZ_Books
KindlerPeAK,HoZ_Books
lcollins232,HoZ_Books
ShehanneMoore,HoZ_Books
JoannaLouisePar,HoZ_Books
yvonnembee,HoZ_Books
OUATBookReviews,HoZ_Books
katekerrigan,HoZ_Books
HelenGleedOC,HoZ_Books
eimearlawlor58,HoZ_Books
poetryireland,Hozier
DublinBookFest,Hozier
ILFDublin,hpillustration_
OBrienPress,HQstories
IrishWritersCtr,HRBlackhurst
SkeinPress,HRBlackhurst
WritersWeek,hrcberkeley
dubreviewbooks,HRH_QueenB
OverTheEdgeOpen,HRHgearoid
OverTheEdgeOpen,HRWriters
WritersWeek,HSELive
poetryireland,HSELive
OverTheEdgeOpen,HSELive
dalkeybookfest,HSFlegal
WinterPapers,HSherriff
salmonpoetry,HSIGlobal
ILFDublin,HSPodNetwork
drlucycogan,HSPodNetwork
OverTheEdgeOpen,HubPagesDotCom
MunLitCentre,HuffingtonPost
NewIslandBooks,HuffingtonPost
TheDublinReview,huffphilip
ContinuityPlay,HuffPost
poetryireland,HuffPostBooks
OverTheEdgeOpen,HuffPostBooks
ILFDublin,HuffPostBooks
NewIslandBooks,HuffPostBooks
DevaultChris,HuffPostBooks
dubreviewbooks,huffpostgay
poetryireland,HuffPostTaste
OverTheEdgeOpen,HuffPostUK
OBrienPress,HuffPostUKEnt
OBrienPress,HuffPostUKPics
DublinBookFest,HuggleKnits
IrishWritersCtr,hugh_muir
WritersWeek,hughconnolly3
ILFDublin,hughcooneys
BAIrishStudies,HughDHanley
WritersWeek,Hughes_Books
NewIslandBooks,Hughes_Books
OBrienPress,Hughes_Books
dalkeybookfest,Hughes_Books
PublishingIRL,Hughes_Books
Doirepress,Hughes_Books
ILFDublin,hughes_sophie
poetryireland,HughesPeg
stingingfly,HughesPeg
WinterPapers,HughesPeg
NewIslandBooks,HughesPeg
CuirtFestival,HughesPeg
TrampPress,HughesPeg
Doirepress,HughesPeg
ILFDublin,HughesPeg
hesketherica,HughesPeg
salmonpoetry,HughHealymusic
Lit_Ireland,hughlaurie
OverTheEdgeOpen,hughmcguire
stingingfly,hughoconor
poetryireland,hughoconor
WinterPapers,hughoconor
stingingfly,HugoBeB
dubreviewbooks,HugoBeB
NewIslandBooks,HugoBeB
LilliputPress,HugoBeB
DublinBookFest,HugoBeB
ILFDublin,HugoBeB
stingingfly,HugoBradyBrown
NewIslandBooks,HugoBradyBrown
DublinBookFest,HugoBradyBrown
LilliputPress,HugoBradyBrown
SkeinPress,Hugocelt
dalkeybookfest,hugosrest
NewIslandBooks,HuisceBeatha
dubreviewbooks,HuisceBeatha
OBrienPress,hulldailymail
ILFDublin,hulu
McDaid_Ailbhe,Humanities_MDPI
dedaluspress,HumanitiesDCU
poetryireland,HumanitiesDCU
CuirtFestival,HumanitiesDCU
dhand67,HumanitiesDCU
DCUSchoolofEng,HumanitiesDCU
poetryireland,HumanitiesUCD
WritersWeek,HumanitiesUCD
SkeinPress,HumanitiesUCD
MoLI_Museum,HumanitiesUCD
DublinBookFest,HumanitiesUCD
UCDLibrary,HumanitiesUCD
lcollins232,HumanitiesUCD
DrPatridge,HumanitiesUCD
UCDPoetry,HumanitiesUCD
rose_gallen,HumanitiesUCD
drlucycogan,HumanitiesUCD
Doirepress,HumanityUnited
ILFDublin,humansofdub
LilliputPress,humansofdub
dubreviewbooks,humansofny
IrishWritersCtr,humbird_fuil
stingingfly,humbird_fuil
Lit_Ireland,humbird_fuil
poetryireland,humbird_fuil
LilliputPress,humbird_fuil
MoLI_Museum,humbird_fuil
DublinBookFest,humbird_fuil
CuirtFestival,humbird_fuil
NewIslandBooks,humbird_fuil
bansheelit,humbird_fuil
WinterPapers,humbird_fuil
SkeinPress,humbird_fuil
wcorklitfest,humbird_fuil
AmaliaGkavea,humbird_fuil
humcommons,humcommons
SkeinPress,hun_zine
stingingfly,hunnymarketing
dedaluspress,HuntAileen
MoLI_Museum,hunteriandir
poetryireland,HuntMuseum
MunLitCentre,HuntMuseum
MoLI_Museum,HuntMuseum
lcollins232,HuntMuseum
CindyFazzi,huntsmancancer
ILFDublin,HUObrist
Doirepress,HurchinHome
baz_monty,HurchinHome
dalkeybookfest,HurdyGurdyRadio
OverTheEdgeOpen,hurryupharry
dubreviewbooks,HurstPublishers
SkeinPress,HussainS_Rezaie
bansheelit,Hussyainy
NewIslandBooks,hutchins_ellen
NewIslandBooks,HVallenduuk
TrampPress,hvmmingbyrd
OverTheEdgeOpen,HVWritersCenter
poetryireland,hxfest
SkeinPress,hyacinthusmag
stingingfly,hyenapetticoat
dalkeybookfest,HyeonseoLeeNK
Lit_Ireland,HylandSonja
TheDublinReview,hyperphelan
dubreviewbooks,i_am_mill_i_am
TedSmyth,IABCNPhila
MoLI_Museum,iaclown
poetryireland,IACNewYork
NewIslandBooks,IACP_ie
ILFDublin,IAdammm
poetryireland,IAFarchitecture
dubreviewbooks,IAFarchitecture
OBrienPress,IAFarchitecture
ILFDublin,IAFarchitecture
poetryireland,iahcchicago
piobagusfidil,iahcchicago
iahcchicago,iahcchicago
ICSMidwest,iahcchicago
poetryireland,IainBallamy
OBrienPress,iainbroome
SoundEyeCork,IainFruitmarket
OBheal,IAINGALBRAITH13
CuirtFestival,iainmacl
NewIslandBooks,iamagnat
dalkeybookfest,iamagnat
TheDublinReview,iamagnat
MunLitCentre,iambapoet
dedaluspress,iambapoet
CIAC_LA,IAmBermingham
CuirtFestival,Iamblirish
ILFDublin,Iamblirish
ILFDublin,iambrianobrien
WritersWeek,iamCiaraKing
OMahonysBooks,iamCiaraKing
IrishWritersCtr,IAmKellieMc
dubreviewbooks,iammatthewsweet
NewIslandBooks,iammrdalloway
OBrienPress,iamNATHANCARTER
poetryireland,iamniamhmusic
NewIslandBooks,iamof
MunLitCentre,iamomeara
dedaluspress,iamrichardscott
dubreviewbooks,IamSteveCowan
TrampPress,ian_goldin
TrampPress,ian_livingstone
OBrienPress,Ian_madigan
dalkeybookfest,ian_robertson
Doirepress,ian_sansom
OverTheEdgeOpen,IanBFAWU
OverTheEdgeOpen,ianbirrell
MoLI_Museum,IanCallaway352
stingingfly,IanCurtin1
DublinBookFest,IanDempsey
NewIslandBooks,IanDempsey
OBrienPress,IanDempsey
DorotheeZiegle2,IanDRobertson
IrishWritersCtr,ianduhig
dedaluspress,ianduhig
WritersWeek,ianduhig
OBheal,ianduhig
OverTheEdgeOpen,ianduhig
LonIrishWriters,ianduhig
IrishWritersCtr,IanFlitcroft
OBrienPress,IanFlitcroft
OverTheEdgeOpen,ianhuckabee
WritersWeek,IanKellard
CBumble,ianloydanderson
kathyroseobrien,ianloydanderson
stingingfly,ianmaleney
TheGalleryPress,ianmaleney
IrishWritersCtr,ianmaleney
WritersWeek,ianmaleney
NewIslandBooks,ianmaleney
SkeinPress,ianmaleney
ILFDublin,ianmaleney
TheDublinReview,ianmaleney
WinterPapers,ianmaleney
DublinBookFest,ianmaleney
bansheelit,ianmaleney
dubreviewbooks,ianmaleney
Fallow__Media,ianmaleney
LilliputPress,ianmaleney
Brendo91,ianmaleney
bstacey29,ianmaleney
MunLitCentre,IanMcKellen
dubreviewbooks,IanMoore3000
DublinBookFest,IanMoore3000
IrishWritersCtr,iannmcdonald
dalkeybookfest,ianpaisleymp
CIAC_LA,Ianpower76
dalkeybookfest,ianrobertson
TheDublinReview,iansansom
stingingfly,IanShine
stingingfly,ianshortland
Doirepress,IanzieXenphe
SkeinPress,IAPbooks
PublishingIRL,IAPbooks
OverTheEdgeOpen,iarla_68
poetryireland,iarlavox
IrishWritersCtr,iarlavox
SkeinPress,iarlavox
OverTheEdgeOpen,iarnainb
SSNCI_tweets,IAsil
IrishUniReview,IAsil
LivUniPress,IASIL_2022
BelltableLimk,IASIL_2022
isdoighliom,IASIL_2022
SiobhanOMa,IASIL_Japan
IrishUniReview,IASIL_Japan
UCDIrishStudies,IASIL2017
lcollins232,iasil2018
J_Sliv,iasil2018
IrishUniReview,iasil2018
LilliputPress,IASIL3
IrishUniReview,IASIL3
isdoighliom,IASIL3
johnsingle10,IASIL3
IrishUniReview,iasilpostgrads
lpjis,iasilpostgrads
isdoighliom,iasilpostgrads
OverTheEdgeOpen,iaslt
WritersWeek,IBBR2
poetryireland,iBbYIreland
IrishWritersCtr,iBbYIreland
OBrienPress,iBbYIreland
DrPatridge,IBN_Berlin
Lit_Ireland,IBNGermany
OverTheEdgeOpen,ibrahim_Dogus
AoifeCarrigy_,ibwine
ContinuityPlay,icap1
McCabeCiara,icap1
bansheelit,IcarusTCD
Doirepress,IcarusTCD
dogwithoutlegs,IcarusTCD
poetryireland,ICBookFestival
poetryireland,ICCLtweet
IrishWritersCtr,ICCLtweet
ICSMidwest,iccmanchester
iahcchicago,iccmanchester
poetryireland,ICDublin
Lit_Ireland,ICDublin
IrishWritersCtr,ICDublin
OBrienPress,ICDublin
PublishingIRL,ICDublin
ILFDublin,ICDublin
CroweSerrano,ICDublin
Doirepress,IcefloeP
IrishWritersCtr,IcelandWriters
PublishingIRL,ICFDiversity
poetryireland,ICHHDUBLIN
stingingfly,ICHHDUBLIN
LilliputPress,ICHHDUBLIN
OBrienPress,ickle_tayto
MoLI_Museum,icklemoon
MoLI_Museum,IcomIreland
poetryireland,IconFactoryDub
iahcchicago,ICSMidwest
ICSMidwest,ICSMidwest
SkeinPress,ICUF_Awards
poetryireland,idahocafe
poetryireland,IDEAIreland
dedaluspress,IDEAIreland
PublishingIRL,idealbinary
stingingfly,IdeasFly
SkeinPress,ideosullivan
poetryireland,Idharker
OBheal,Idharker
CuirtFestival,Idharker
ILFDublin,IDIIreland
salmonpoetry,IdirDhaThra
OBrienPress,idlewild_dublin
ILFDublin,IDublino
dubreviewbooks,idvssuperego
dedaluspress,IEArtsCulture
MunLitCentre,IEArtsCulture
bullaunpress,IEArtsCulture
stingingfly,ieBritish
CuirtFestival,ieBritish
ILFDublin,ieBritish
MoLI_Museum,ieBritish
CorkDiaspora,IEConsulGenSF
stingingfly,iEmer
dubreviewbooks,IES_London
OverTheEdgeOpen,IESirishstudies
Fallow__Media,If_I_Were_Ann
LilliputPress,If_I_Were_Ann
dalkeybookfest,iffyob
ILFDublin,ifi
stingingfly,IFI_Dub
poetryireland,IFI_Dub
Lit_Ireland,IFI_Dub
MunLitCentre,IFI_Dub
WritersWeek,IFI_Dub
IrishWritersCtr,IFI_Dub
dedaluspress,IFI_Dub
ILFDublin,IFI_Dub
DublinBookFest,IFI_Dub
OBrienPress,IFI_Dub
NewIslandBooks,IFI_Dub
MoLI_Museum,IFI_Dub
LilliputPress,IFI_Dub
OBheal,IFI_Dub
dalkeybookfest,IfICan79
SkeinPress,IFIDublinMosque
BioBagIRELANDUK,IFJDealer
UCDLibrary,iflawlic
IrishWritersCtr,iforapglyn
CuirtFestival,iforapglyn
OBheal,IFTA
dalkeybookfest,IFTA
IrishWritersCtr,IFTN
DublinBookFest,IFTN
OBheal,IFTN
NICILT,iGael1
dubreviewbooks,igeldard
OverTheEdgeOpen,igeldard
MoLI_Museum,IGHMatQU
dubreviewbooks,IGIreland
stingingfly,IgnotaBooks
irishpages,IgorStiks
poetryireland,IGrannie
OverTheEdgeOpen,Ihatebankers
poetryireland,IHaveATribe
stingingfly,ihearthestia
Lit_Ireland,IHickey91
OBrienPress,IHILmagazine
WritersWeek,ihrobertson
dalkeybookfest,ihrobertson
NewIslandBooks,ihrobertson
LilliputPress,IHS_1938
NewIslandBooks,IHS_1938
IrishWritersCtr,IICDublino
ILFDublin,IICDublino
NewIslandBooks,IICDublino
dalkeybookfest,IICDublino
dubreviewbooks,iiea
NewIslandBooks,iiea
TrampPress,iiitskirstyn
stingingfly,IInagh
WritersWeek,iipcsf
OBrienPress,IJBib
IrishWritersCtr,IkBenLauren
NewIslandBooks,IKCofficial
WritersWeek,ikki_keane
dubreviewbooks,IlanaCT
maria_mcmanus,ilf_
IrishWritersCtr,ILFDublin
dedaluspress,ILFDublin
TheGalleryPress,ILFDublin
Lit_Ireland,ILFDublin
poetryireland,ILFDublin
stingingfly,ILFDublin
WritersWeek,ILFDublin
MunLitCentre,ILFDublin
ILFDublin,ILFDublin
CuirtFestival,ILFDublin
NewIslandBooks,ILFDublin
DublinBookFest,ILFDublin
LilliputPress,ILFDublin
OBrienPress,ILFDublin
Doirepress,ILFDublin
SkeinPress,ILFDublin
Fallow__Media,ILFDublin
MoLI_Museum,ILFDublin
dalkeybookfest,ILFDublin
bansheelit,ILFDublin
PublishingIRL,ILFDublin
dubreviewbooks,ILFDublin
TheDublinReview,ILFDublin
NiChurr,ILFDublin
TCDGlobalRoom,ILFDublin
cosymystery,ILFDublin
CaitrionaNiMhu1,ILFDublin
johnplovett,ILFDublin
ErinMcCafferty2,ILFDublin
reic,ILFDublin
OverTheEdgeOpen,Ilivelovelondon
OverTheEdgeOpen,ilkleylitfest
IrishWritersCtr,illustratorsIRL
DublinBookFest,illustratorsIRL
OBrienPress,illustratorsIRL
ILFDublin,illustratorsIRL
CuirtFestival,illustratorsIRL
dedaluspress,ILMIreland
SkeinPress,ILMIreland
OBrienPress,ilonita50
WritersWeek,Ilovebantry
BantryBookshop,Ilovebantry
dalkeybookfest,ilovedalkeycom
poetryireland,ilovelimerick
MunLitCentre,ilovelimerick
VoicesCassandra,IlsaCarter1
dedaluspress,Image_Journal
dedaluspress,image_magazine
IrishWritersCtr,image_magazine
WritersWeek,image_magazine
stingingfly,image_magazine
NewIslandBooks,image_magazine
dalkeybookfest,image_magazine
OBrienPress,image_magazine
DublinBookFest,image_magazine
LilliputPress,image_magazine
SkeinPress,image_magazine
TheDublinReview,image_magazine
bansheelit,image_magazine
ILFDublin,image_magazine
margaretbmadden,image_magazine
OBrienPress,IMAGEie
TheGalleryPress,Imagine_Fest
poetryireland,Imagine_Fest
dedaluspress,Imagine_Fest
IrishWritersCtr,Imagine_Fest
NewIslandBooks,Imagine_Fest
irishpages,Imagine_Fest
CianManning1,Imagine_Fest
IrishWritersCtr,ImagineBelfast
OverTheEdgeOpen,ImagineBelfast
Doirepress,ImagineBelfast
SkeinPress,ImagineBelfast
OBheal,Imanmersal
MoLI_Museum,imazeki_yuta
WritersWeek,IMcMillan
poetryireland,IMcMillan
poetryireland,ImeldaOfficial
ILFDublin,ImeldaOfficial
daviekennedy,ImeldaOfficial
LilliputPress,imeldaoreilly
CuirtFestival,ImeldaSays
SkeinPress,ImitationMag
